Dataset,Time,Raw Score,Percent Score,Temperature,Light,Battery Voltage
Ex_04,2024-11-15 14:15:00,-0.9976923076923078,0.1153846153846132,21.62,0.0125,3.909999999999999
Ex_04,2024-11-15 14:30:00,-0.4935714285714285,25.321428571428577,21.610714285714288,0.0071428571428571435,3.909999999999999
Ex_04,2024-11-15 14:45:00,-0.43307692307692314,28.346153846153843,21.64923076923077,0.0,3.909999999999999
Ex_04,2024-11-15 15:00:00,-0.5114285714285715,24.428571428571427,21.661428571428566,0.0,3.909999999999999
Ex_04,2024-11-15 15:15:00,-0.6028571428571429,19.857142857142858,21.647142857142853,0.0,3.909999999999999
Ex_04,2024-11-15 15:30:00,-0.43,28.5,21.659230769230774,0.0,3.91
Ex_04,2024-11-15 15:45:00,-0.5483333333333335,22.58333333333333,21.63416666666667,0.01,3.909999999999999
Ex_04,2024-11-15 16:00:00,-0.5092857142857142,24.53571428571429,21.63357142857143,0.0,3.909999999999999
Ex_04,2024-11-15 16:15:00,-0.6615384615384615,16.923076923076927,21.602307692307697,0.0,3.909999999999999
Ex_04,2024-11-15 16:30:00,-0.49583333333333335,25.208333333333332,21.61833333333333,0.0,3.909999999999999
Ex_04,2024-11-15 16:45:00,-0.2792307692307693,36.03846153846153,21.62230769230769,0.019230769230769232,3.909999999999999
Ex_04,2024-11-15 17:00:00,-0.32769230769230767,33.61538461538461,21.60384615384616,0.0,3.909999999999999
Ex_04,2024-11-15 17:15:00,-0.36,32.0,21.60214285714286,0.0,3.909999999999999
Ex_04,2024-11-15 17:30:00,-0.4492857142857143,27.535714285714285,21.603571428571428,0.008571428571428572,3.909999999999999
Ex_04,2024-11-15 17:45:00,-0.42142857142857154,28.928571428571423,21.60428571428572,0.0,3.909999999999999
Ex_04,2024-11-15 18:00:00,-0.4115384615384616,29.42307692307692,21.629230769230766,0.0,3.909230769230768
Ex_04,2024-11-15 18:15:00,-0.2833333333333333,35.833333333333336,21.624666666666666,0.0,3.9073333333333324
Ex_04,2024-11-15 18:30:00,-0.20384615384615384,39.80769230769231,21.626923076923074,0.0,3.909999999999999
Ex_04,2024-11-15 18:45:00,-0.3638461538461538,31.80769230769231,21.616153846153846,0.006153846153846154,3.909999999999999
Ex_04,2024-11-15 19:00:00,-0.5464285714285715,22.678571428571427,21.595714285714287,0.004285714285714286,3.909999999999999
Ex_04,2024-11-15 19:15:00,-0.6778571428571428,16.10714285714286,21.587142857142855,0.019999999999999997,3.909999999999999
Ex_04,2024-11-15 19:30:00,-0.3807692307692308,30.96153846153846,21.59461538461539,0.0,3.91
Ex_04,2024-11-15 19:45:00,-0.31,34.5,21.606428571428577,0.0,3.9057142857142852
Ex_04,2024-11-15 20:00:00,-0.5692307692307692,21.53846153846154,21.608461538461537,0.0,3.909999999999999
Ex_04,2024-11-15 20:15:00,-0.4746153846153846,26.26923076923077,21.608461538461544,0.0,3.909999999999999
Ex_04,2024-11-15 20:30:00,-0.8528571428571429,7.357142857142854,21.56857142857143,0.008571428571428572,3.909999999999999
Ex_04,2024-11-15 20:45:00,-0.9753846153846154,1.2307692307692264,21.553846153846152,0.0,3.909999999999999
Ex_04,2024-11-15 21:00:00,-1.0,0.0,21.63571428571429,0.0,3.909999999999999
Ex_04,2024-11-15 21:15:00,-0.705,14.75,21.69571428571428,0.0,3.909999999999999
Ex_04,2024-11-15 21:30:00,-0.36642857142857144,31.678571428571427,21.804999999999996,0.0,3.909999999999999
Ex_04,2024-11-15 21:45:00,-0.41384615384615386,29.307692307692307,21.786923076923078,0.009230769230769232,3.909999999999999
Ex_04,2024-11-15 22:00:00,-0.7092307692307691,14.538461538461547,21.72307692307692,0.0,3.909999999999999
Ex_04,2024-11-15 22:15:00,-0.5578571428571427,22.107142857142865,21.655,0.0,3.909999999999999
Ex_04,2024-11-15 22:30:00,-0.35000000000000003,32.5,21.63714285714285,0.0,3.909999999999999
Ex_04,2024-11-15 22:45:00,-0.5885714285714284,20.57142857142858,21.61214285714286,0.0,3.9085714285714275
Ex_04,2024-11-15 23:00:00,-0.004285714285714274,49.785714285714285,21.62142857142857,0.02142857142857143,3.903571428571428
Ex_04,2024-11-15 23:15:00,-0.4538461538461538,27.30769230769231,21.603076923076927,0.0033333333333333335,3.9061538461538463
Ex_04,2024-11-15 23:30:00,-0.38785714285714284,30.607142857142858,21.6,0.0,3.9099999999999997
